datetime;id;devicetype;co2;temp;light;moist;movement;noise
2014-11-30T11:52:37;SH8/2I2kXiBIBd;device;682;23.96;1;30;0;60.16
2014-11-30T11:53:37;SH8/2I2kXiBIBd;device;682;23.94;1;30;0;60.92
2014-11-30T11:54:37;SH8/2I2kXiBIBd;device;682;23.94;1;30;0;60.07
2014-11-30T11:55:37;SH8/2I2kXiBIBd;device;681;23.96;1;30;0;60.55
2014-11-30T11:56:38;SH8/2I2kXiBIBd;device;681;23.96;1;30;0;60.08
2014-11-30T11:57:38;SH8/2I2kXiBIBd;device;681;23.94;1;30;0;60.1
2014-11-30T11:58:38;SH8/2I2kXiBIBd;device;680;23.94;1;30;0;60.04
2014-11-30T11:59:39;SH8/2I2kXiBIBd;device;679;23.94;1;30;0;60.05
2014-11-30T12:00:39;SH8/2I2kXiBIBd;device;679;23.94;1;30;0;60.08
2014-11-30T12:01:39;SH8/2I2kXiBIBd;device;679;23.94;1;30;0;60.23
2014-11-30T12:02:40;SH8/2I2kXiBIBd;device;679;23.94;1;30;0;60.02
2014-11-30T12:03:40;SH8/2I2kXiBIBd;device;678;23.94;1;30;0;60.05
2014-11-30T12:04:40;SH8/2I2kXiBIBd;device;679;23.94;1;30;0;60.21
2014-11-30T12:05:40;SH8/2I2kXiBIBd;device;679;23.94;1;30;0;60.04
2014-11-30T12:06:41;SH8/2I2kXiBIBd;device;679;23.94;1;30;0;61.06
2014-11-30T12:07:41;SH8/2I2kXiBIBd;device;678;23.94;1;30;0;60.02
2014-11-30T12:08:41;SH8/2I2kXiBIBd;device;678;23.94;1;30;0;60.04
2014-11-30T12:09:42;SH8/2I2kXiBIBd;device;679;23.94;1;30;0;60.24
2014-11-30T12:10:42;SH8/2I2kXiBIBd;device;677;23.94;1;30;0;60.02
2014-11-30T12:11:42;SH8/2I2kXiBIBd;device;676;23.94;1;30;0;60.02
2014-11-30T12:12:43;SH8/2I2kXiBIBd;device;675;23.94;28;30;1;63.33
2014-11-30T12:13:43;SH8/2I2kXiBIBd;device;675;23.96;32;30;1;64.43
2014-11-30T12:14:43;SH8/2I2kXiBIBd;device;676;23.96;36;30;0;62.49
2014-11-30T12:15:43;SH8/2I2kXiBIBd;device;676;23.97;37;30;1;67.92
2014-11-30T12:16:44;SH8/2I2kXiBIBd;device;674;23.96;38;30;1;63.64
2014-11-30T12:17:44;SH8/2I2kXiBIBd;device;673;23.96;38;30;0;62.62
2014-11-30T12:18:44;SH8/2I2kXiBIBd;device;672;23.96;38;30;0;61.06
2014-11-30T12:19:45;SH8/2I2kXiBIBd;device;671;23.97;38;30;1;62.69
2014-11-30T12:20:45;SH8/2I2kXiBIBd;device;672;23.97;38;30;0;61.12
2014-11-30T12:21:45;SH8/2I2kXiBIBd;device;671;23.99;38;30;0;60.07
2014-11-30T12:22:46;SH8/2I2kXiBIBd;device;671;23.99;38;30;0;62.46
2014-11-30T12:23:46;SH8/2I2kXiBIBd;device;672;24;38;30;0;60.11
2014-11-30T12:24:46;SH8/2I2kXiBIBd;device;673;24;38;30;0;62.44
2014-11-30T12:25:47;SH8/2I2kXiBIBd;device;673;24;38;30;0;62.79
2014-11-30T12:26:47;SH8/2I2kXiBIBd;device;674;24.02;38;30;0;62.47
2014-11-30T12:27:47;SH8/2I2kXiBIBd;device;679;24.02;38;30;0;60.87
2014-11-30T12:28:47;SH8/2I2kXiBIBd;device;681;24.03;38;30;0;61.86
2014-11-30T12:29:48;SH8/2I2kXiBIBd;device;683;24.03;38;30;0;62.54
2014-11-30T12:30:48;SH8/2I2kXiBIBd;device;683;24.03;38;30;0;61.37
2014-11-30T12:31:48;SH8/2I2kXiBIBd;device;685;24.06;38;30;0;61.61
2014-11-30T12:32:49;SH8/2I2kXiBIBd;device;685;24.06;38;30;0;61.34
2014-11-30T12:33:49;SH8/2I2kXiBIBd;device;688;24.07;38;30;0;63.01
2014-11-30T12:34:49;SH8/2I2kXiBIBd;device;688;24.07;38;30;0;62.46
2014-11-30T12:35:50;SH8/2I2kXiBIBd;device;690;24.09;39;30;0;62.21
2014-11-30T12:36:50;SH8/2I2kXiBIBd;device;690;24.09;38;30;0;63.5
2014-11-30T12:37:50;SH8/2I2kXiBIBd;device;690;24.09;38;30;0;62.18
2014-11-30T12:38:50;SH8/2I2kXiBIBd;device;690;24.1;38;30;0;62.44
2014-11-30T12:39:51;SH8/2I2kXiBIBd;device;692;24.1;38;30;0;61.11
2014-11-30T12:40:51;SH8/2I2kXiBIBd;device;693;24.12;38;30;0;60.99
2014-11-30T12:41:51;SH8/2I2kXiBIBd;device;696;24.12;38;30;0;61.71
